Locations Axis	Global	
Values axis	Global	
x(mm)	y(mm)	z(mm)	Value(N_m2)	
7.45995	0	12.3541	6.45821e+006	
9.5993	0	17.1187	5.586e+006	
7.40964	0	17.3541	5.59575e+006	
10.4671	0	19.3375	5.25105e+006	
7.61728	0	19.5185	5.24751e+006	
9.82143	0	22.2222	4.81889e+006	
7.5	-7.15256e-007	22.5	4.82826e+006	
10.8247	0	25.032	4.42638e+006	
7.91015	0	24.8269	4.48071e+006	
9.69701	0	27.037	4.15005e+006	
7.5	-7.15256e-007	27.5	4.13128e+006	
10.352	0	29.49	3.82017e+006	
7.83164	0	29.6032	3.82713e+006	
9.75112	0	32.0448	3.46547e+006	
7.39819	0	32.372	3.46253e+006	
10.6692	0	35.085	3.03848e+006	
7.87501	0	34.715	3.11596e+006	
9.64222	0	37.259	2.73151e+006	
7.48051	0	37.2639	2.75967e+006	
10.2	0	39.4084	2.41532e+006	
7.5956	0	39.4716	2.4278e+006	
9.62602	0	42.3075	1.977e+006	
7.09466	0	42.1876	2.02218e+006	
10.8116	0	44.8092	1.55131e+006	
8.001	0	44.9601	1.57802e+006	
13.1848	0	44.7054	1.54651e+006	
12.4458	0	42.6459	1.89484e+006	
14.8469	0	42.2956	1.93757e+006	
15.0429	0	39.1749	2.41584e+006	
12.5	-7.15256e-007	40	2.31028e+006	
15.2711	0	37.0823	2.71953e+006	
12.5	-7.15256e-007	37.5	2.67802e+006	
14.7169	0	34.9103	3.03232e+006	
12.5882	0	35.1298	3.01481e+006	
14.7831	0	32.118	3.41677e+006	
12.5898	0	33.3459	3.26617e+006	
15.1628	0	29.598	3.75906e+006	
12.4288	0	30.5901	3.64716e+006	
15.2036	0	27.319	4.06526e+006	
12.4475	0	27.3327	4.0954e+006	
14.6369	0	24.825	4.41613e+006	
12.5863	0	25.1097	4.39441e+006	
14.8449	0	22.2639	4.76354e+006	
12.5755	0	23.3433	4.6463e+006	
15.1857	0	19.6664	5.12897e+006	
12.4432	0	20.5771	5.04005e+006	
15.2143	0	17.2253	5.47998e+006	
12.5952	0	17.2895	5.53499e+006	
16.991	0	20.5279	4.96174e+006	
17.5001	0	18.2063	5.26711e+006	
20.04	0	19.3839	5.00998e+006	
19.5699	0	16.9401	5.35332e+006	
22.0317	0	20.608	4.76787e+006	
22.4868	0	17.3572	5.15146e+006	
25.1653	0	19.6031	4.73053e+006	
25.215	0	17.2327	5.00702e+006	
27.343	0	20.7142	4.48182e+006	
27.736	0	18.1411	4.73861e+006	
29.9997	0	19.2386	4.46938e+006	
29.4615	0	16.7943	4.76376e+006	
32.4518	0	20.1955	4.20576e+006	
32.6359	0	17.1195	4.48521e+006	
35.2404	0	19.7162	4.0375e+006	
35.3494	0	17.2342	4.2509e+006	
37.3084	0	20.7022	3.79362e+006	
37.6725	0	18.0532	3.97546e+006	
39.8815	0	19.298	3.68433e+006	
39.4163	0	16.718	3.92124e+006	
42.3931	0	20.1763	3.40631e+006	
42.5645	0	17.3593	3.5748e+006	
45	0	19.1667	3.27592e+006	
44.9875	0	17.2448	3.34961e+006	
44.754	0	22.0877	3.10125e+006	
42.6131	0	23.5943	3.16593e+006	
42.5806	0	25.0969	3.06785e+006	
40.2992	0	24.8301	3.24479e+006	
39.618	0	22.1586	3.49433e+006	
37.3758	0	25.4708	3.39489e+006	
37.4941	0	23.3909	3.55488e+006	
34.4875	0	24.5931	3.65126e+006	
34.7755	0	21.9721	3.87234e+006	
32.4876	0	25.0499	3.72979e+006	
32.5575	0	23.5694	3.86737e+006	
30.2805	0	24.7908	3.87592e+006	
29.618	0	22.1805	4.18741e+006	
27.469	0	25.1459	3.98107e+006	
27.5441	0	23.5739	4.14948e+006	
24.6495	0	24.7532	4.14704e+006	
24.7063	0	21.882	4.48567e+006	
22.4824	0	24.9866	4.2015e+006	
22.5466	0	23.2726	4.41109e+006	
20.2817	0	24.7691	4.30061e+006	
19.3958	0	21.7446	4.72181e+006	
17.0764	0	25.6197	4.26666e+006	
17.5249	0	23.1479	4.5893e+006	
19.3224	0	26.7166	4.07166e+006	
17.8819	0	28.3757	3.88268e+006	
20.0855	0	29.4805	3.69624e+006	
17.2633	0	30.4058	3.62392e+006	
19.8034	0	32.118	3.35477e+006	
17.4918	0	33.451	3.20676e+006	
20.2772	0	34.875	2.97909e+006	
17.2209	0	35.65	2.908e+006	
19.4907	0	36.9583	2.70004e+006	
17.4934	0	38.1845	2.54174e+006	
19.872	0	39.1032	2.39111e+006	
17.2639	0	40.122	2.26076e+006	
19.7619	0	42.1429	1.93417e+006	
17.6459	0	42.5673	1.87596e+006	
21.1192	0	44.8338	1.48842e+006	
18.3215	0	44.8938	1.48906e+006	
23.1614	0	45.1166	1.43573e+006	
22.5	-7.15256e-007	42.5	1.86089e+006	
24.8469	0	42.2956	1.88122e+006	
25.0405	0	39.1495	2.33264e+006	
22.3541	0	39.9544	2.2482e+006	
25.3315	0	37.229	2.58983e+006	
22.5079	0	37.4796	2.59417e+006	
24.8386	0	34.7466	2.9206e+006	
22.4892	0	35.0826	2.91898e+006	
24.8059	0	32.118	3.25181e+006	
22.4812	0	33.1874	3.16612e+006	
25.1787	0	29.6061	3.54795e+006	
22.4582	0	30.1459	3.55918e+006	
25.2034	0	27.2208	3.83412e+006	
22.4202	0	27.3876	3.90443e+006	
27.2489	0	30.3851	3.39283e+006	
27.6323	0	27.7698	3.67522e+006	
29.9859	0	29.3897	3.4018e+006	
29.4985	0	26.8205	3.70033e+006	
32.4216	0	30.1857	3.22087e+006	
32.4828	0	27.3479	3.50095e+006	
35.2528	0	29.645	3.14059e+006	
35.3134	0	27.3872	3.34972e+006	
37.3876	0	30.382	2.97213e+006	
37.7138	0	27.8301	3.17105e+006	
40.0327	0	29.3881	2.91133e+006	
39.5077	0	26.969	3.13433e+006	
42.3939	0	30.1762	2.72573e+006	
42.4719	0	27.2301	2.93034e+006	
45	0	29.1667	2.67743e+006	
44.9752	0	27.1981	2.78913e+006	
44.7581	0	31.7654	2.49465e+006	
42.9403	0	33.4081	2.44775e+006	
42.5686	0	35.0597	2.33063e+006	
40.2774	0	34.6847	2.45493e+006	
39.6231	0	32.118	2.70832e+006	
37.3417	0	35.382	2.50772e+006	
37.5676	0	33.4762	2.67656e+006	
34.6022	0	34.3396	2.70541e+006	
34.9894	0	32.3297	2.89526e+006	
32.5038	0	35.0273	2.70162e+006	
32.5989	0	33.5287	2.85839e+006	
30.2808	0	34.8065	2.78705e+006	
29.7282	0	31.882	3.13689e+006	
27.2209	0	35.6161	2.76482e+006	
27.4855	0	33.4334	3.02227e+006	
29.6243	0	36.8186	2.56213e+006	
27.8754	0	38.3032	2.4061e+006	
29.8721	0	39.0957	2.27259e+006	
27.5	-7.15256e-007	40	2.18898e+006	
29.8411	0	42.2888	1.84319e+006	
27.5	-7.15256e-007	42.5	1.82922e+006	
31.1716	0	44.8209	1.45612e+006	
28.4342	0	44.9975	1.44366e+006	
33.0309	0	44.9823	1.42193e+006	
32.6459	0	42.5643	1.77308e+006	
35	-7.15256e-007	42.5	1.75748e+006	
35.0817	0	39.3126	2.14746e+006	
32.5	-7.15256e-007	40	2.11826e+006	
35.2928	0	37.2583	2.37692e+006	
32.4867	0	37.2888	2.44269e+006	
37.2639	0	40.0704	2.01715e+006	
37.6963	0	37.9569	2.22959e+006	
39.981	0	39.3346	2.02167e+006	
39.5023	0	36.942	2.27552e+006	
42.4766	0	40.1442	1.8767e+006	
42.4509	0	37.2013	2.14641e+006	
45.2395	0	39.6388	1.84218e+006	
45	0	37.2917	2.05909e+006	
44.9595	0	42.1932	1.60457e+006	
42.7961	0	43.2078	1.53678e+006	
42.8297	0	45.0882	1.31462e+006	
40.9604	0	44.9543	1.349e+006	
39.7597	0	42.1548	1.72259e+006	
38.4277	0	44.9726	1.38266e+006	
37.5	-7.15256e-007	42.5	1.71724e+006	
44.9605	0	45.7639	1.2009e+006	
35.6229	0	45.2447	1.36182e+006	
44.9876	0	34.9966	2.24659e+006	
25.503	0	45.3263	1.39493e+006	
45	-7.15256e-007	25	2.93559e+006	
15.6096	0	45.2008	1.44387e+006	
45	-7.15256e-007	15	3.51335e+006	
50	-2.3541	2.39789	750565	
50	-2.51563	5.01562	529670	
50	-2.5625	7.5625	661621	
50	-3.39447	10.7419	375468	
50	-2.11803	12.1592	575701	
50	-2.11803	15.0106	698435	
50	-2.49129	17.3264	659177	
50	-3.24857	20.7483	420338	
50	-2.5	22.5	663460	
50	-2.11803	25.0622	705400	
50	-2.56406	27.5641	712806	
50	-3.24857	30.7486	494821	
50	-2.5	32.5	712280	
50	-2.11803	35.062	693551	
50	-2.55491	37.5732	672692	
50	-3.07559	40.8218	477601	
50	-2.14286	42.8571	647452	
50	-2.5	45	443789	
50	-2.69013	47.3789	315547	
52.5	-5	2.5	279373	
54.9708	-5	4.60459	174702	
52.541	-5	4.92254	239328	
54.91	-5	2.04864	165811	
57.882	-5	2.46525	86611.3	
60.5462	-5	5.21355	210263	
58.3075	-5	4.56996	160326	
59.9188	-5	2.6459	110427	
62.061	-5	1.99696	100110	
65.1212	-5	5.1459	235142	
62.5	-5	5	216260	
64.618	-5	2.39206	143223	
67.2639	-5	2.42131	157230	
70.1634	-5	5.16822	184419	
67.7361	-5	5.19174	229241	
70.2424	-5	2.51786	126156	
72.8848	-5	2.51269	63770.5	
72.6459	-5	5.1212	126856	
72.7389	-5	7.50686	170249	
72.7361	-5	9.997	214756	
72.9721	-5	12.5585	234146	
72.3541	-5	15.1351	343606	
72.5	-5	17.5	365941	
72.8959	-5	19.793	366953	
73.0637	-5	22.4821	365029	
72.8909	-5	24.9916	413726	
73.1182	-5	27.5077	371402	
72.7361	-5	29.9973	415901	
72.9721	-5	32.5342	344152	
72.3541	-5	35.0713	370165	
72.5	-5	37.5	290773	
72.75	-5	39.75	214285	
72.961	-5	42.4789	109476	
72.5893	-5	44.9107	58583.1	
72.7159	-5	47.2888	33516.2	
70	-5	47.5	85124.5	
67.7937	-5	47.3789	134899	
65.383	-5	47.4141	183935	
62.5554	-5	47.2365	220458	
60.1014	-5	47.3541	214125	
57.5	-5	47.5	182665	
54.9788	-5	46.5962	177384	
52.4056	-5	47.5633	65536.4	
52.712	-5	45.1804	161346	
54.9916	-5	44.1406	318506	
54.8998	-5	42.3838	425785	
52.5	-5	42.5	287723	
52.5474	-5	39.9299	402403	
54.9237	-5	39.9211	544617	
55	-5	37.5	664542	
52.5	-5	37.5	470980	
52.3541	-5	35.0023	514909	
54.7639	-5	34.9201	717697	
55.197	-5	32.2639	817155	
52.5	-5	32.5	559299	
52.5	-5	30	570248	
55	-5	30	812532	
55.2532	-5	27.4159	852869	
52.6459	-5	27.4326	583229	
52.3519	-5	24.9816	526797	
55	-5	24.924	796516	
54.9933	-5	22.3541	764736	
52.4912	-5	22.496	515975	
52.5081	-5	20.0008	460712	
54.9211	-5	20.0619	684890	
55.25	-5	17.5694	635487	
52.5325	-5	17.5031	420359	
52.3561	-5	14.8651	332855	
54.8619	-5	14.9261	500750	
55.1357	-5	12.3451	411177	
52.5	-5	12.5	319198	
52.5	-5	10	247381	
55	-5	10	305699	
55.2617	-5	7.57995	216429	
52.5473	-5	7.47446	255398	
57.5387	-5	8.70757	304327	
57.4534	-5	6.66714	216718	
60.3186	-5	10.1137	430639	
59.6665	-5	7.24182	281293	
63.0014	-5	9.56635	426033	
62.4496	-5	7.24925	313273	
65.1459	-5	9.85941	439053	
65.0469	-5	7.46198	328006	
67.5247	-5	10.0431	413451	
67.6786	-5	7.67857	314631	
70	-5	10	339939	
70	-5	7.5	262846	
69.8917	-5	12.4074	429027	
67.2323	-5	12.7261	530414	
67.5	-5	15	615832	
65.0521	-5	15.1079	688689	
64.9356	-5	12.5139	563380	
62.9092	-5	14.5182	677213	
62.6105	-5	12.1743	556724	
60.382	-5	14.8156	676792	
59.9501	-5	12.2639	544310	
57.6034	-5	14.6021	612743	
57.5	-5	12.5	497824	
59.4904	-5	17.5842	801566	
57.4474	-5	16.6737	697218	
60.3098	-5	20.1254	903637	
57.3547	-5	19.1302	794109	
59.9945	-5	22.4342	976988	
57.5	-5	22.5	905011	
60.2361	-5	24.9432	1.0157e+006	
57.4358	-5	24.5921	952713	
59.5698	-5	27.4045	1.03395e+006	
57.5	-5	26.5278	964542	
60.1602	-5	30.0605	1.0119e+006	
57.5	-5	29.1667	965236	
59.8646	-5	32.3435	977300	
57.5362	-5	32.3541	922847	
60.0395	-5	35.1459	882402	
57.4159	-5	34.6138	869418	
59.9516	-5	37.3163	797150	
57.4891	-5	36.5387	792851	
60.2905	-5	40.0822	644925	
57.391	-5	39.092	676730	
59.9949	-5	42.4217	511487	
57.6105	-5	42.6475	477744	
60.1743	-5	44.6963	373068	
57.5035	-5	44.8541	339712	
63.4478	-5	44.9163	334411	
62.5091	-5	41.8486	523441	
65	-5	42.5	440496	
65.0582	-5	40.0631	577298	
62.7137	-5	39.6751	648541	
64.4388	-5	37.9159	699022	
62.2611	-5	36.8653	795798	
65.0519	-5	35.0899	818137	
62.8012	-5	34.4359	894531	
64.5351	-5	32.8881	898054	
62.3705	-5	31.9544	970053	
65.0542	-5	30.1078	958107	
62.4385	-5	29.6403	1.02063e+006	
64.7321	-5	27.7321	980554	
62.1981	-5	27.1132	1.03196e+006	
65.1062	-5	25.2126	977333	
62.6958	-5	24.6594	1.01723e+006	
64.4337	-5	22.9222	952557	
62.1807	-5	21.9653	964905	
64.9618	-5	20.2417	886271	
62.7811	-5	19.6164	896211	
64.4891	-5	17.951	808047	
62.2281	-5	16.9138	788068	
67.5076	-5	20.0903	785745	
67.2791	-5	17.6373	718653	
70.175	-5	20.1975	623275	
70.1844	-5	17.2484	559219	
70	-5	22.5	684920	
66.9342	-5	22.6162	863283	
69.9998	-5	25.0342	699170	
67.6599	-5	25.1799	861296	
70	-5	27.5	709097	
67.2506	-5	27.7403	878619	
70	-5	30	678066	
67.3398	-5	30.0338	854963	
69.9107	-5	32.4107	649212	
66.7765	-5	32.7397	820482	
69.6176	-5	34.6128	601821	
67.5	-5	35	715755	
69.8711	-5	37.2495	501628	
67.1995	-5	37.7377	611374	
70.1459	-5	40.0298	360725	
67.4847	-5	39.9439	494397	
70	-5	42.5	261084	
66.9054	-5	42.1739	396808	
70.3276	-5	44.9306	139776	
68.1911	-5	44.2708	245157	
66.1038	-5	44.4583	301790	
70.0132	-5	14.44	481989	
75	-2.4742	1.73783	63031.6	
75	-0.381103	6.03593	266563	
75	0.0964805	2.54678	183118	
75	-2.52043	4.74088	59273.2	
75	-2.50226	6.68256	130178	
75	-0.266821	11.004	515508	
75	0.00149396	8.24879	410666	
75	-3.04234	9.09684	181413	
75	-2.33483	11.9075	346520	
75	-0.20274	16.2179	684461	
75	-0.119574	13.4984	625068	
75	-2.95637	14.5422	352123	
75	-2.08694	17.0872	497264	
75	-0.116307	20.7591	730618	
75	-0.0524286	18.308	728124	
75	-2.46136	19.4549	479568	
75	-2.52142	21.6973	464361	
75	-0.270474	26.2792	657366	
75	-0.209719	23.4531	703488	
75	-2.93673	24.0753	405003	
75	-2.50695	26.7986	424410	
75	-0.230563	31.0103	551588	
75	-0.130774	28.3948	624520	
75	-2.94022	29.1251	344422	
75	-2.26508	32.1846	356685	
75	-0.163742	36.2659	405359	
75	0.0357529	33.483	500296	
75	-2.68251	34.6903	274792	
75	-2.08654	37.0927	268716	
75	-0.28816	41.0342	258417	
75	-0.0511821	38.3959	346361	
75	-2.45759	39.4084	209079	
75	-2.106	41.836	168760	
75	0.569453	44.996	164464	
75	-0.0140679	42.8271	213136	
75	-2.42857	44.8631	105863	
75	-3	47	50505.9	
75	-0.0848423	47.3541	85492.3	
75	1.81077	46.9981	130521	
75	4.56035	47.4797	196138	
75	6.88365	47.4487	339624	
75	9.24772	47.874	522846	
75	11.757	47.4971	875919	
75	14.247	47.8914	1.25983e+006	
75	16.8224	47.609	1.91183e+006	
75	19.5575	47.6533	2.79879e+006	
75	21.6497	47.4417	5.12685e+006	
75	22.5	45	6.38032e+006	
75	22.3444	42.7158	6.3496e+006	
75	22.2849	40.1894	6.3772e+006	
75	21.8357	37.7253	5.90194e+006	
75	22.3124	35.1852	6.58705e+006	
75	22.2767	32.7448	6.28578e+006	
75	22.424	30.3838	6.5833e+006	
75	22.2294	28.0204	6.13471e+006	
75	22.1761	25.5763	6.39157e+006	
75	21.9814	22.7062	5.99583e+006	
75	22.4934	20.2215	6.6987e+006	
75	22.2449	17.7449	6.36795e+006	
75	22.7576	15.3652	6.94464e+006	
75	22.6506	12.5143	6.5703e+006	
75	22.6983	10.2451	6.59791e+006	
75	22.2829	7.78857	5.95825e+006	
75	22.5925	5.48161	6.21705e+006	
75	22.3764	2.8459	4.71084e+006	
75	20.5	2	2.59694e+006	
75	19.8541	4.94778	3.3433e+006	
75	17.0709	5.56994	2.52714e+006	
75	17.4417	3.39109	2.12174e+006	
75	14.7533	2.73341	1.34312e+006	
75	14.7611	4.97738	1.91202e+006	
75	12.0555	5.36392	1.53418e+006	
75	12.715	2.31701	1.02384e+006	
75	10.6153	1.95431	796485	
75	9.68287	4.88537	1.1845e+006	
75	6.94167	5.55227	956118	
75	7.54352	3.26393	786885	
75	4.52604	2.92882	505199	
75	4.60709	5.15186	692982	
75	2.10541	5.20984	462260	
75	2.69531	2.29115	346018	
75	5.01412	7.70068	888948	
75	2.6459	7.22236	615737	
75	5	10	1.01965e+006	
75	2.48165	9.83835	745331	
75	4.56076	11.9954	1.05114e+006	
75	1.65191	12.067	750997	
75	4.95714	15.041	1.17767e+006	
75	2.14361	15.1938	901032	
75	4.434	17.4102	1.15305e+006	
75	1.75864	17.2213	893763	
75	5.11767	19.9319	1.21346e+006	
75	2.33662	20.2684	963273	
75	4.59987	22.2378	1.14276e+006	
75	1.43516	22.1174	867651	
75	5	25	1.11735e+006	
75	2.20902	24.9419	894350	
75	4.31356	27.455	997157	
75	1.76891	27.2495	805199	
75	5	30	959830	
75	2.26393	30.1794	757563	
75	4.52822	32.4534	836695	
75	1.71186	32.202	653083	
75	5.03071	35.0775	761682	
75	2.14588	35.2851	570275	
75	4.61145	37.4608	636012	
75	1.70131	37.2147	474565	
75	5.12034	39.8286	564811	
75	2.26302	40.0637	395963	
75	4.35494	42.2437	418991	
75	1.85664	42.0699	304138	
75	5.51426	44.6878	384591	
75	2.91464	44.813	245556	
75	8.16454	45.2361	561923	
75	7.89966	42.6429	658823	
75	10.0965	42.6459	904134	
75	9.64286	39.6429	991927	
75	7.5	40	747493	
75	9.85322	37.2738	1.10738e+006	
75	7.24323	37.9721	805055	
75	9.64286	34.6429	1.19904e+006	
75	7.5	35	965528	
75	9.70763	32.2904	1.29154e+006	
75	7.29576	32.882	1.02621e+006	
75	9.5406	30.0133	1.36383e+006	
75	7.38408	30.2361	1.14792e+006	
75	9.70731	27.3121	1.46927e+006	
75	7.32537	27.882	1.21926e+006	
75	9.40679	24.7992	1.51994e+006	
75	7.37499	25.2361	1.31553e+006	
75	10	22.5	1.63806e+006	
75	7.31966	22.882	1.36325e+006	
75	9.64286	19.6429	1.6588e+006	
75	7.5	20	1.43715e+006	
75	9.70731	17.2954	1.69114e+006	
75	7.38624	17.7361	1.43821e+006	
75	9.54471	15.0019	1.67235e+006	
75	7.33583	15.2361	1.42896e+006	
75	10	12.5	1.69894e+006	
75	7.40617	12.7361	1.38942e+006	
75	9.69388	9.69388	1.56046e+006	
75	7.15032	10.2721	1.27807e+006	
75	10.246	7.22985	1.49362e+006	
75	7.65743	7.89822	1.20654e+006	
75	12.5	10	1.96705e+006	
75	12.7361	7.5744	1.86371e+006	
75	15.069	10.1459	2.41253e+006	
75	15.1238	7.65254	2.27905e+006	
75	17.0088	10.5506	2.83813e+006	
75	17.4174	7.97515	2.81726e+006	
75	19.9232	9.94597	3.66287e+006	
75	20.4325	7.11643	3.72514e+006	
75	20	12.5	3.58971e+006	
75	17.118	12.8702	2.8056e+006	
75	17.4269	15.1459	2.88607e+006	
75	14.9937	15.1459	2.42e+006	
75	14.8715	12.4673	2.40869e+006	
75	12.2022	15.5279	1.99602e+006	
75	12.5	12.5	2.03403e+006	
75	14.7768	17.2768	2.36173e+006	
75	12.4237	17.6459	2.01647e+006	
75	15	20	2.34074e+006	
75	12.3121	20.382	1.94342e+006	
75	14.7851	22.2672	2.27335e+006	
75	12.5	22.5	1.93238e+006	
75	15.2107	24.9682	2.267e+006	
75	12.3703	25.2361	1.83023e+006	
75	14.838	27.3023	2.16783e+006	
75	12.5	27.5	1.79772e+006	
75	15	30	2.1136e+006	
75	12.3644	30.2361	1.68167e+006	
75	14.8214	32.3214	2.04521e+006	
75	12.5	32.5	1.64487e+006	
75	15	35	1.99051e+006	
75	12.2854	35.382	1.50006e+006	
75	14.7948	37.5129	1.90041e+006	
75	12.5	37.5	1.47275e+006	
75	15	40	1.8347e+006	
75	12.3413	40.382	1.32e+006	
75	14.6896	42.416	1.69995e+006	
75	12.4306	43.118	1.22422e+006	
75	15.498	45.1582	1.73033e+006	
75	13.0354	45.3591	1.20131e+006	
75	18.1321	45.6507	2.43661e+006	
75	17.7838	42.9281	2.44187e+006	
75	20.5099	42.2515	3.61794e+006	
75	19.736	39.894	3.54644e+006	
75	17.5	40	2.47428e+006	
75	20.2092	37.2092	3.48914e+006	
75	17.4587	37.6459	2.48886e+006	
75	19.7571	34.8943	3.55046e+006	
75	17.4264	35.1459	2.57205e+006	
75	20.096	32.3478	3.49733e+006	
75	17.4401	32.6459	2.57418e+006	
75	19.6869	30.0619	3.55688e+006	
75	17.3882	30.2361	2.63493e+006	
75	19.6197	27.4048	3.318e+006	
75	17.5	27.5	2.67245e+006	
75	19.801	24.8329	3.60975e+006	
75	17.5	25	2.74633e+006	
75	20.1786	22.1786	3.57211e+006	
75	17.5037	22.3541	2.74609e+006	
75	19.7622	19.81	3.63293e+006	
75	17.5	20	2.81955e+006	
75	20.0878	17.1496	3.57577e+006	
75	17.2639	17.7232	2.77292e+006	
75	20.2112	44.655	3.56978e+006	
75	19.5516	14.7451	3.56339e+006	
75	10.8934	44.524	925330	
76.8388	25	1.83877	1.22754e+007	
79.618	25	4.98142	8.43129e+006	
77.0417	25	4.40598	1.22506e+007	
80.0248	25	1.91063	7.91585e+006	
82.8123	25	2.5787	6.69067e+006	
85.0013	25	5.23889	6.04647e+006	
82.4955	25	5.00335	7.03672e+006	
84.9066	25	2.66579	6.18368e+006	
87.5287	25	2.11803	5.35242e+006	
89.8541	25	4.86459	4.91953e+006	
87.4665	25	4.76497	5.65756e+006	
90	25	2.5	5.0936e+006	
92.5	25	2.5	4.44429e+006	
95.1459	25	4.95034	4.09483e+006	
92.4961	25	4.76393	4.72322e+006	
94.8541	25	2.5	4.37653e+006	
97.118	25	2.53354	3.57342e+006	
100	25	5	3.25289e+006	
97.3541	25	4.86732	3.91945e+006	
100	25	2.5	3.53385e+006	
102.5	25	2.5	2.97215e+006	
105	25	5	2.64576e+006	
102.496	25	4.76393	3.28564e+006	
104.856	25	2.3541	2.88215e+006	
107.765	25	2.11803	2.34024e+006	
109.854	25	4.95576	2.09368e+006	
107.614	25	4.8541	2.70175e+006	
110	25	2.5	2.4589e+006	
112.5	25	2.5	1.84628e+006	
115	25	5	1.63897e+006	
112.497	25	4.76393	2.23846e+006	
115	25	2.5	2.14334e+006	
117.118	25	2.54656	1.4469e+006	
120.023	25	4.76393	1.23121e+006	
117.491	25	4.8541	1.8226e+006	
120	25	2.5	1.6236e+006	
122.5	25	2.5	1.2633e+006	
122.5	25	5	1.57369e+006	
122.5	25	7.5	1.04574e+006	
122.509	25	9.8541	1.5276e+006	
122.547	25	12.3541	1.03697e+006	
122.495	25	14.7639	1.40627e+006	
122.5	25	17.5	993291	
122.498	25	19.7639	1.40404e+006	
122.5	25	22.5	956904	
122.301	25	24.7639	1.39548e+006	
122.354	25	27.4652	1.01075e+006	
122.505	25	29.7639	1.48339e+006	
122.5	25	32.5	992078	
122.381	25	34.8541	1.55029e+006	
122.499	25	37.3541	1.04491e+006	
122.5	25	39.7639	1.51927e+006	
122.5	25	42.5	1.08053e+006	
122.497	25	44.8117	1.79609e+006	
122.489	25	46.7467	1.26564e+006	
119.319	25	47.9376	1.66248e+006	
116.885	25	47.1747	1.52096e+006	
114.999	25	47.3352	2.32488e+006	
112.707	25	47.1952	1.64354e+006	
109.471	25	48.0047	2.20297e+006	
107.143	25	47.1429	1.83188e+006	
104.925	25	47.4881	2.5671e+006	
102.714	25	47.2194	2.14319e+006	
99.5585	25	48.1222	2.48435e+006	
96.8104	25	47.5248	2.28359e+006	
94.9782	25	47.5785	3.21213e+006	
92.6232	25	47.2205	2.78134e+006	
89.5585	25	48.131	2.94376e+006	
87.3691	25	47.1512	3.04965e+006	
85.0642	25	47.2178	3.73026e+006	
82.6404	25	47.1746	3.68063e+006	
80.1729	25	47.249	4.51828e+006	
77.5438	25	47.3516	7.53311e+006	
77.5427	25	44.9999	7.38056e+006	
80	25	45	5.20038e+006	
80.5966	25	42.8836	5.63091e+006	
77.7851	25	42.7527	6.69685e+006	
77.319	25	39.9195	8.67697e+006	
80.049	25	40.5052	5.92993e+006	
79.9302	25	38.2169	6.11463e+006	
77.5	25	37.5	7.95963e+006	
77.4019	25	35.0019	9.07805e+006	
79.7629	25	35.4721	6.44646e+006	
80.2209	25	32.7361	6.43599e+006	
77.6959	25	32.1934	8.17057e+006	
77.1556	25	29.6199	9.8746e+006	
80.0845	25	30.4721	6.80125e+006	
80.2541	25	27.882	6.77928e+006	
77.5	25	27.5	8.84575e+006	
77.5248	25	24.833	9.99125e+006	
79.6246	25	25.4721	7.24385e+006	
80.0932	25	22.8392	7.10776e+006	
77.5821	25	22.3446	9.21752e+006	
77.3478	25	19.8789	1.03594e+007	
79.9478	25	20.1459	7.41365e+006	
79.9479	25	17.9504	7.4754e+006	
77.5	25	17.5	9.68755e+006	
77.3789	25	14.7088	1.0642e+007	
79.9583	25	15.2361	7.72149e+006	
80.24	25	12.882	7.6422e+006	
77.5	25	12.5	9.91696e+006	
77.1869	25	9.58995	1.12919e+007	
79.5227	25	10.058	8.22292e+006	
79.8571	25	7.60714	7.98588e+006	
77.7577	25	7.09627	1.0029e+007	
82.4934	25	10.005	6.94707e+006	
82.4964	25	7.53622	6.92217e+006	
84.9954	25	10.0034	6.11986e+006	
84.8771	25	7.35982	6.2588e+006	
87.4994	25	10.0005	5.7247e+006	
87.7923	25	7.88329	5.42599e+006	
90	25	10	4.98653e+006	
89.9998	25	7.26393	5.20714e+006	
92.5	25	9.8541	4.80634e+006	
92.4755	25	7.88197	4.48888e+006	
95	25	10	4.11213e+006	
95.2174	25	7.26393	4.38161e+006	
97.4934	25	9.76393	4.04522e+006	
97.5	25	7.5	3.68547e+006	
99.7639	25	10.1848	3.37602e+006	
100.027	25	7.26393	3.58037e+006	
102.5	25	10	3.3664e+006	
102.568	25	7.97213	2.98802e+006	
105	25	10	2.71523e+006	
105.146	25	7.36236	3.02952e+006	
107.5	25	9.76393	2.75248e+006	
107.5	25	7.5	2.40869e+006	
110	25	10	2.13654e+006	
109.861	25	7.3541	2.44035e+006	
112.5	25	10	2.28601e+006	
112.497	25	7.73607	1.81461e+006	
115.057	25	9.8541	1.62581e+006	
115.13	25	7.3541	2.00997e+006	
117.5	25	9.76393	1.83292e+006	
117.646	25	7.56409	1.37869e+006	
120	25	10	1.19439e+006	
120	25	7.26393	1.61059e+006	
119.984	25	12.2639	1.63126e+006	
117.5	25	12.5	1.3752e+006	
117.508	25	14.7639	1.76698e+006	
115	25	15	1.58628e+006	
115	25	12.2639	1.99133e+006	
112.356	25	14.8541	2.20352e+006	
112.5	25	12.5	1.85546e+006	
110	25	15	2.14412e+006	
110	25	12.2639	2.48483e+006	
107.506	25	14.7639	2.74658e+006	
